"ID","Incident Time","Source","Policies","Channel","Destination","Severity","Action","Maximum Matches","Transaction Size (KB)","Status",
"1282944","22 Aug. 2020, 10:43:11 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","10362.9","New",
"1283125","22 Aug. 2020, 10:42:18 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","17","5150.8","New",
"1282903","22 Aug. 2020, 10:41:40 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","9","2365.5","New",
"1282824","22 Aug. 2020, 10:41:25 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","18","2017.3","New",
"1283005","22 Aug. 2020, 10:41:16 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","17","6010.9","New",
"1282934","22 Aug. 2020, 10:40:45 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","2365.5","New",
"1283075","22 Aug. 2020, 10:40:39 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","81.3","New",
"1283071","22 Aug. 2020, 10:40:39 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","113.2","New",
"1283067","22 Aug. 2020, 10:40:38 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","248","New",
"1283063","22 Aug. 2020, 10:40:37 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","200.1","New",
"1282684","22 Aug. 2020, 10:40:36 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","44.8","New",
"1282680","22 Aug. 2020, 10:40:36 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","4259.9","New",
"1282677","22 Aug. 2020, 10:40:34 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.thehindu.com","High","Permitted","10","6.9","New",
"1282886","22 Aug. 2020, 10:40:29 AM GMT+0530","mohanpandey","Poland PII","Endpoint HTTPS","www.quora.com","Medium","Permitted","1","1.3","New",
"1282882","22 Aug. 2020, 10:40:26 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","2211.9","New",
"1282878","22 Aug. 2020, 10:40:22 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","46.7","New",
"1282794","22 Aug. 2020, 10:40:21 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","21","7290.9","New",
"1282747","22 Aug. 2020, 10:40:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","10.1","New",
"1282744","22 Aug. 2020, 10:40:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","10.1","New",
"1282741","22 Aug. 2020, 10:40:09 AM GMT+0530","mohanpandey","Poland PII","Endpoint HTTPS","www.quora.com","Medium","Permitted","2","14.6","New",
"1282738","22 Aug. 2020, 10:40:04 AM GMT+0530","mohanpandey","Poland PII","Endpoint HTTPS","www.quora.com","Medium","Permitted","1","13.1","New",
"1282733","22 Aug. 2020, 10:40:03 AM GMT+0530","rohangupta","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1282730","22 Aug. 2020, 10:40:01 AM GMT+0530","mohanpandey","Poland PII","Endpoint HTTPS","www.quora.com","Medium","Permitted","2","2.7","New",
"1282005","22 Aug. 2020, 10:39:54 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","12","2713.6","New",
"1282639","22 Aug. 2020, 10:39:39 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","39.4","New",
"1282635","22 Aug. 2020, 10:39:38 AM GMT+0530","madhukhoba","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","13","6226","New",
"1282860","22 Aug. 2020, 10:38:38 AM GMT+0530","rohangupta","Source code","Endpoint application (File Access)","Microsoft Office Word","Medium","Permitted","6","662.1","New",
"1282784","22 Aug. 2020, 10:32:05 AM GMT+0530","it","Poland PII","Endpoint HTTPS","api.amplitude.com","Medium","Permitted","1","1","New",
"1282781","22 Aug. 2020, 10:32:05 AM GMT+0530","it","Poland PII","Endpoint HTTPS","projects.invisionapp.com","Medium","Permitted","1","0.4","New",
"1282720","22 Aug. 2020, 10:32:00 AM GMT+0530","it","Poland PII","Endpoint HTTPS","api.amplitude.com","Medium","Permitted","1","1","New",
"1282717","22 Aug. 2020, 10:31:59 AM GMT+0530","it","Poland PII","Endpoint HTTPS","projects.invisionapp.com","Medium","Permitted","1","0.4","New",
"1282629","22 Aug. 2020, 10:28:56 AM GMT+0530","it","Poland PII","Endpoint HTTPS","googleads.g.doubleclick.net","Medium","Permitted","1","2.4","New",
"1282849","22 Aug. 2020, 10:28:20 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","2","60.2","New",
"1282846","22 Aug. 2020, 10:28:18 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","2","60.2","New",
"1282772","22 Aug. 2020, 10:28:03 AM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","1","793.3","New",
"1282694","22 Aug. 2020, 10:27:24 AM GMT+0530","niharmathur","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1282690","22 Aug. 2020, 10:27:23 AM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","1","793.5","New",
"1281983","22 Aug. 2020, 10:26:41 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","17","34.1","New",
"1282619","22 Aug. 2020, 10:25:45 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.3","New",
"1282616","22 Aug. 2020, 10:25:45 AM GMT+0530","it","Croatia PII","Endpoint HTTPS","unagi.amazon.in","Medium","Permitted","1","1.9","New",
"1282074","22 Aug. 2020, 10:25:34 AM GMT+0530","niharmathur","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1282071","22 Aug. 2020, 10:25:33 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.2","New",
"1281859","22 Aug. 2020, 10:25:12 AM GMT+0530","piyushgurnule","Croatia PII; Poland PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","10.5","New",
"1281854","22 Aug. 2020, 10:25:12 AM GMT+0530","piyushgurnule","Croatia PII; Poland PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","10.4","New",
"1282606","22 Aug. 2020, 10:25:11 AM GMT+0530","piyushgurnule","Croatia PII; Poland PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","10.4","New",
"1281965","22 Aug. 2020, 10:24:54 AM GMT+0530","niharmathur","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1282523","22 Aug. 2020, 10:24:33 AM GMT+0530","niharmathur","Source code","Endpoint application (File Access)","Microsoft Office Word","Medium","Permitted","6","662.1","New",
"1282064","22 Aug. 2020, 10:24:27 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","124.2","New",
"1281847","22 Aug. 2020, 10:23:31 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","133.3","New",
"1282588","22 Aug. 2020, 10:22:44 AM GMT+0530","rohangupta","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1281958","22 Aug. 2020, 10:22:32 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","133.2","New",
"1282516","22 Aug. 2020, 10:22:28 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.6","New",
"1282053","22 Aug. 2020, 10:22:20 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","133.2","New",
"1282050","22 Aug. 2020, 10:22:16 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.6","New",
"1281840","22 Aug. 2020, 10:22:06 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.6","New",
"1282581","22 Aug. 2020, 10:21:23 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.1","New",
"1281951","22 Aug. 2020, 10:21:19 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","138.1","New",
"1282509","22 Aug. 2020, 10:19:51 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","181","New",
"1282040","22 Aug. 2020, 10:19:11 AM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","328.1","New",
"1281828","22 Aug. 2020, 10:18:28 AM GMT+0530","nishantbaranwal","Slovakia PII","Endpoint HTTPS","performancemanager10.successfactors.com","Medium","Permitted","1","2.1","New",
"1281825","22 Aug. 2020, 10:18:27 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","181","New",
"1282574","22 Aug. 2020, 10:18:14 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","181","New",
"1281944","22 Aug. 2020, 10:18:01 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","180.9","New",
"1282491","22 Aug. 2020, 10:17:41 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","180.9","New",
"1282486","22 Aug. 2020, 10:17:38 AM GMT+0530","it23","GitHUB; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","5","17.1","New",
"1282483","22 Aug. 2020, 10:17:37 AM GMT+0530","it23","Slovakia PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","0.4","New",
"1282033","22 Aug. 2020, 10:17:30 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","180.9","New",
"1281818","22 Aug. 2020, 10:17:17 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","180.9","New",
"1282567","22 Aug. 2020, 10:16:07 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","179.3","New",
"1282471","22 Aug. 2020, 10:12:15 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","179.2","New",
"1282466","22 Aug. 2020, 10:12:14 AM GMT+0530","it23","Password files","Endpoint application (File Access)","iCloud","Medium","Permitted","0","6.8","New",
"1282015","22 Aug. 2020, 10:10:44 AM GMT+0530","rohangupta","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1281811","22 Aug. 2020, 10:10:04 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","179.3","New",
"1281771","22 Aug. 2020, 10:09:40 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","13","46.9","New",
"1281766","22 Aug. 2020, 10:09:39 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","Medium","Permitted","5","20.5","New",
"1281937","22 Aug. 2020, 10:08:42 AM GMT+0530","it","Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","Medium","Permitted","1","4.5","New",
"1281686","22 Aug. 2020, 10:08:40 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","19","56.1","New",
"1281683","22 Aug. 2020, 10:08:39 AM GMT+0530","it","Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","Medium","Permitted","1","13.2","New",
"1281674","22 Aug. 2020, 10:08:33 AM GMT+0530","it","Slovakia PII; Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","270","310.7","New",
"1281634","22 Aug. 2020, 10:07:54 AM GMT+0530","lakshmikantha","Austria PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1.5","New",
"1281804","22 Aug. 2020, 10:07:34 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","179.3","New",
"1281732","22 Aug. 2020, 10:07:17 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","13","99.1","New",
"1281897","22 Aug. 2020, 10:06:38 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","5","64.1","New",
"1281890","22 Aug. 2020, 10:06:34 AM GMT+0530","it","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","9","105","New",
"1281668","22 Aug. 2020, 10:06:17 AM GMT+0530","it","Austria PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1.7","New",
"1281628","22 Aug. 2020, 10:05:56 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","0.7","New",
"1281797","22 Aug. 2020, 10:04:57 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","179.2","New",
"1281723","22 Aug. 2020, 10:03:11 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","3.3","New",
"1281720","22 Aug. 2020, 10:03:11 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","3.3","New",
"1281866","22 Aug. 2020, 10:00:18 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","4","New",
"1281863","22 Aug. 2020, 10:00:18 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","3","New",
"1281483","22 Aug. 2020, 10:00:12 AM GMT+0530","lakshmikantha","Source code","Endpoint application (File Access)","Numbers","Medium","Permitted","6","662.1","New",
"1281619","22 Aug. 2020, 09:59:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","3.2","New",
"1281616","22 Aug. 2020, 09:59:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","3.2","New",
"1281559","22 Aug. 2020, 09:59:01 AM GMT+0530","it","Poland PII","Endpoint HTTPS","api.amplitude.com","Medium","Permitted","1","1","New",
"1281556","22 Aug. 2020, 09:59:00 AM GMT+0530","it","Poland PII","Endpoint HTTPS","projects.invisionapp.com","Medium","Permitted","1","0.4","New",
"1281553","22 Aug. 2020, 09:58:58 AM GMT+0530","nishantbaranwal","Poland PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","0.3","New",
"1281714","22 Aug. 2020, 09:58:26 AM GMT+0530","nishantbaranwal","Poland PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","6.5","New",
"1281465","22 Aug. 2020, 09:57:44 AM GMT+0530","rohangupta","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1281653","22 Aug. 2020, 09:57:30 AM GMT+0530","nishantbaranwal","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","3","112.8","New",
"1281610","22 Aug. 2020, 09:57:13 AM GMT+0530","nishantbaranwal","Slovakia PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","5.8","New",
"1281534","22 Aug. 2020, 09:57:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","1.5","New",
"1281531","22 Aug. 2020, 09:57:11 AM GMT+0530","piyushgurnule","Croatia PII","Endpoint HTTPS","atv-ps-eu.primevideo.com","Medium","Permitted","1","1.5","New",
"1281524","22 Aug. 2020, 09:57:04 AM GMT+0530","nishantbaranwal","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","117.2","New",
"1281181","22 Aug. 2020, 09:55:58 AM GMT+0530","ashoksinghal","Poland PII","Endpoint HTTPS","sock151-mt1.pusher.com","Medium","Permitted","1","0.2","New",
"1281459","22 Aug. 2020, 09:55:40 AM GMT+0530","nishantbaranwal","Slovakia PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","0.9","New",
"1281647","22 Aug. 2020, 09:55:19 AM GMT+0530","nishantbaranwal","Slovakia PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","5.5","New",
"1281592","22 Aug. 2020, 09:54:59 AM GMT+0530","it","Source code","Endpoint application (File Access)","Microsoft Office Word","Medium","Permitted","6","662.1","New",
"1281515","22 Aug. 2020, 09:54:41 AM GMT+0530","nishantbaranwal","Encrypted Files","Endpoint HTTPS","careers.jio.com","Medium","Permitted","0","178.9","New",
"1281172","22 Aug. 2020, 09:54:24 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","4.4","New",
"1281169","22 Aug. 2020, 09:54:23 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","4.4","New",
"1281441","22 Aug. 2020, 09:53:55 AM GMT+0530","it","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
